modalidad_trabajo,genero,canal_reclutamiento,estado_civil,id_colaborador,id_ultimo_jefe,seniority,distancia_oficina,dias_baja_salud,permanencia_promedio,salario,performance_score,psi_score,abandono_6meses,edad_ingreso
Híbrida,Hombre,Ferias & Networking,Soltero,102754.0,102050.0,1.0,3.0,1.0,12.0,878856.0,39.0,78.0,1.0,45.0
Híbrida,Mujer,Portal Web,Divorciado,101161.0,102159.0,1.0,2.0,1.0,6.0,225490.0,38.0,73.0,1.0,29.0
Híbrida,Mujer,Referidos,Casado,101363.0,102137.0,1.0,2.0,3.0,5.0,268717.0,38.0,65.0,0.0,31.0
Híbrida,Hombre,Referidos,Casado,101545.0,102124.0,1.0,2.0,2.0,4.0,489057.0,38.0,80.0,0.0,42.0
Híbrida,Hombre,Portal Web,Casado,101249.0,102034.0,1.0,3.0,0.0,4.0,299337.0,38.0,84.0,0.0,41.0
Híbrida,Hombre,Portal Web,Soltero,100540.0,102124.0,1.0,2.0,2.0,13.0,677097.0,38.0,76.0,1.0,51.0
Híbrida,Hombre,Headhunter,Casado,102223.0,102059.0,1.0,3.0,0.0,5.0,369574.0,38.0,77.0,1.0,28.0
Híbrida,Mujer,Portal Web,Soltero,103771.0,102061.0,1.0,5.0,1.0,7.0,266633.0,38.0,76.0,1.0,40.0
Híbrida,Mujer,Portal Web,Casado,103167.0,102038.0,1.0,3.0,2.0,12.0,278933.0,38.0,77.0,1.0,36.0
Híbrida,Hombre,Linkedin,Soltero,102886.0,102154.0,1.0,3.0,1.0,12.0,379188.0,38.0,74.0,0.0,46.0
Híbrida,Hombre,Portal Web,Casado,103074.0,102121.0,1.0,2.0,3.0,7.0,288669.0,38.0,79.0,0.0,44.0
Híbrida,Mujer,Linkedin,Soltero,100803.0,102029.0,1.0,2.0,0.0,3.0,188595.0,37.0,79.0,1.0,17.0
Híbrida,Hombre,Portal Web,Soltero,100645.0,102040.0,1.0,3.0,2.0,2.0,208236.0,37.0,78.0,0.0,21.0
Híbrida,Hombre,Ferias & Networking,Casado,101923.0,102059.0,1.0,3.0,0.0,5.0,373375.0,37.0,77.0,0.0,28.0
Híbrida,Hombre,Portal Web,Soltero,101212.0,102106.0,1.0,1.0,3.0,4.0,279334.0,37.0,73.0,1.0,43.0
Híbrida,Mujer,Portal Web,Casado,101695.0,102038.0,1.0,3.0,1.0,12.0,274670.0,37.0,77.0,1.0,36.0
Híbrida,Hombre,Portal Web,Divorciado,100679.0,102121.0,1.0,2.0,2.0,7.0,284404.0,37.0,79.0,0.0,44.0
Híbrida,Hombre,Linkedin,Viudo,100357.0,102082.0,1.0,4.0,2.0,5.0,290535.0,37.0,80.0,1.0,40.0
Híbrida,Hombre,Portal Web,Soltero,103699.0,102109.0,1.0,2.0,2.0,2.0,120772.0,37.0,64.0,1.0,18.0
Híbrida,Mujer,Linkedin,Soltero,102838.0,102029.0,1.0,2.0,0.0,3.0,188923.0,37.0,79.0,1.0,17.0
Híbrida,Hombre,Portal Web,Soltero,102299.0,102040.0,1.0,3.0,2.0,2.0,213630.0,37.0,78.0,1.0,21.0
Híbrida,Mujer,Referidos,Soltero,102818.0,102098.0,1.0,2.0,2.0,2.0,371110.0,37.0,74.0,1.0,31.0
Híbrida,Hombre,Referidos,Casado,103469.0,102124.0,1.0,2.0,2.0,4.0,486369.0,37.0,80.0,1.0,41.0
Híbrida,Hombre,Ferias & Networking,Casado,102863.0,102149.0,1.0,6.0,1.0,12.0,800255.0,37.0,81.0,0.0,49.0
Híbrida,Hombre,Portal Web,Soltero,104165.0,102124.0,1.0,2.0,2.0,12.0,675975.0,37.0,76.0,1.0,51.0
Híbrida,Hombre,Portal Web,Divorciado,104140.0,102079.0,1.0,4.0,2.0,12.0,699672.0,34.0,69.0,1.0,49.0
Híbrida,Hombre,Portal Web,Divorciado,100667.0,102079.0,1.0,4.0,2.0,13.0,701625.0,33.0,69.0,1.0,49.0
Híbrida,Hombre,Ferias & Networking,Casado,101059.0,102016.0,1.0,3.0,0.0,5.0,309226.0,30.0,70.0,1.0,24.0
Híbrida,Hombre,Linkedin,Casado,103575.0,102113.0,1.0,3.0,2.0,6.0,372214.0,30.0,73.0,1.0,32.0
Híbrida,Hombre,Portal Web,Soltero,100812.0,102072.0,1.0,4.0,9.0,6.0,324778.0,29.0,79.0,0.0,28.0
Híbrida,Mujer,Referidos,Casado,100361.0,102073.0,1.0,4.0,2.0,4.0,350993.0,29.0,79.0,1.0,28.0
Híbrida,Mujer,Linkedin,Casado,101731.0,102060.0,1.0,2.0,6.0,7.0,260939.0,29.0,68.0,1.0,36.0
Híbrida,Hombre,Ferias & Networking,Casado,102720.0,102016.0,1.0,3.0,1.0,5.0,309853.0,29.0,70.0,0.0,24.0
Híbrida,Mujer,Referidos,Casado,103946.0,102073.0,1.0,4.0,3.0,4.0,349428.0,29.0,79.0,1.0,28.0
Híbrida,Mujer,Linkedin,Casado,103504.0,102060.0,1.0,2.0,7.0,7.0,261467.0,29.0,68.0,1.0,36.0
Híbrida,Hombre,Portal Web,Casado,100250.0,102131.0,1.0,5.0,2.0,3.0,504808.0,28.0,65.0,0.0,43.0
Híbrida,Hombre,Portal Web,Casado,101022.0,102049.0,1.0,2.0,1.0,5.0,304258.0,28.0,73.0,1.0,40.0
Híbrida,Hombre,Portal Web,Casado,102383.0,102072.0,1.0,4.0,9.0,6.0,333471.0,28.0,79.0,0.0,28.0
Híbrida,Hombre,Portal Web,Casado,102623.0,102131.0,1.0,5.0,2.0,3.0,506175.0,28.0,65.0,1.0,43.0
Híbrida,Hombre,Portal Web,Casado,100714.0,102145.0,1.0,5.0,8.0,13.0,810991.0,27.0,62.0,1.0,43.0
Híbrida,Hombre,Portal Web,Soltero,100497.0,102064.0,1.0,4.0,1.0,5.0,416283.0,27.0,75.0,0.0,39.0
Híbrida,Hombre,Ferias & Networking,Divorciado,101389.0,102038.0,1.0,2.0,1.0,5.0,722472.0,27.0,71.0,1.0,46.0
Híbrida,Mujer,Portal Web,Soltero,103038.0,102149.0,1.0,1.0,1.0,3.0,193333.0,27.0,74.0,1.0,28.0
Híbrida,Mujer,Referidos,Soltero,103187.0,102155.0,1.0,1.0,2.0,4.0,225282.0,27.0,79.0,0.0,30.0
Híbrida,Hombre,Portal Web,Casado,103443.0,102145.0,1.0,5.0,7.0,13.0,810672.0,27.0,62.0,1.0,43.0
Híbrida,Hombre,Ferias & Networking,Divorciado,102265.0,102038.0,1.0,2.0,0.0,5.0,721543.0,27.0,71.0,0.0,45.0
Híbrida,Mujer,Referidos,Soltero,101890.0,102145.0,1.0,1.0,1.0,1.0,97834.0,26.0,74.0,1.0,20.0
Híbrida,Mujer,Referidos,Soltero,101289.0,102155.0,1.0,1.0,1.0,4.0,227445.0,26.0,79.0,0.0,30.0
Híbrida,Mujer,Portal Web,Soltero,100946.0,102108.0,1.0,0.0,0.0,7.0,506917.0,26.0,73.0,0.0,39.0
Híbrida,Mujer,Portal Web,Soltero,100947.0,102024.0,1.0,2.0,8.0,10.0,273567.0,26.0,80.0,1.0,37.0
Híbrida,Hombre,Portal Web,Viudo,100326.0,102017.0,1.0,7.0,1.0,4.0,299925.0,26.0,73.0,1.0,38.0
Híbrida,Mujer,Portal Web,Casado,102542.0,102049.0,1.0,1.0,4.0,2.0,327345.0,26.0,84.0,0.0,25.0
Híbrida,Hombre,Portal Web,Casado,102503.0,102036.0,1.0,6.0,6.0,4.0,264651.0,26.0,94.0,0.0,38.0
Híbrida,Hombre,Portal Web,Casado,100743.0,102036.0,1.0,6.0,6.0,4.0,271539.0,25.0,94.0,1.0,38.0
Híbrida,Hombre,Referidos,Viudo,100807.0,102101.0,1.0,1.0,3.0,12.0,914612.0,25.0,66.0,1.0,58.0
Híbrida,Mujer,Portal Web,Soltero,103397.0,102108.0,1.0,0.0,1.0,7.0,507618.0,25.0,73.0,1.0,39.0
Híbrida,Mujer,Linkedin,Casado,102487.0,102149.0,1.0,3.0,0.0,7.0,717665.0,25.0,69.0,0.0,54.0
Híbrida,Mujer,Portal Web,Soltero,101106.0,102078.0,1.0,2.0,1.0,6.0,272434.0,24.0,79.0,1.0,24.0
Híbrida,Hombre,Portal Web,Soltero,100322.0,102055.0,1.0,3.0,5.0,9.0,328471.0,24.0,80.0,1.0,26.0
Híbrida,Mujer,Linkedin,Soltero,101476.0,102031.0,1.0,3.0,1.0,10.0,718249.0,24.0,86.0,1.0,45.0
Híbrida,Hombre,Ferias & Networking,Soltero,100295.0,102079.0,1.0,1.0,2.0,5.0,700733.0,23.0,66.0,1.0,49.0
Híbrida,Mujer,Ferias & Networking,Soltero,103325.0,102136.0,1.0,2.0,3.0,11.0,449668.0,23.0,74.0,1.0,39.0
Híbrida,Mujer,Linkedin,Casado,101925.0,102021.0,1.0,2.0,18.0,4.0,332806.0,22.0,81.0,1.0,25.0
Híbrida,Mujer,Portal Web,Soltero,100622.0,102091.0,1.0,3.0,4.0,10.0,389056.0,22.0,79.0,0.0,32.0
Híbrida,Mujer,Ferias & Networking,Soltero,100732.0,102136.0,1.0,2.0,2.0,11.0,449522.0,22.0,74.0,1.0,40.0
Híbrida,Hombre,Portal Web,Divorciado,102173.0,102024.0,2.0,2.0,1.0,6.0,1616000.0,22.0,82.0,1.0,50.0
Híbrida,Mujer,Portal Web,Soltero,100705.0,102120.0,1.0,8.0,2.0,8.0,292651.0,21.0,84.0,1.0,30.0
Híbrida,Hombre,Linkedin,Casado,100433.0,102110.0,1.0,2.0,2.0,12.0,659410.0,21.0,72.0,1.0,49.0
Híbrida,Mujer,Ferias & Networking,Soltero,101062.0,102040.0,1.0,6.0,1.0,16.0,655728.0,21.0,73.0,1.0,42.0
Híbrida,Hombre,Linkedin,Casado,103979.0,102110.0,1.0,2.0,1.0,12.0,662396.0,21.0,72.0,1.0,49.0
Híbrida,Mujer,Referidos,Soltero,102746.0,102162.0,1.0,2.0,3.0,9.0,308493.0,20.0,77.0,1.0,50.0
Híbrida,Mujer,Portal Web,Soltero,102312.0,102115.0,1.0,3.0,1.0,8.0,466950.0,19.0,73.0,0.0,40.0
Híbrida,Hombre,Portal Web,Casado,100378.0,102016.0,1.0,3.0,7.0,3.0,352445.0,18.0,75.0,1.0,26.0
Híbrida,Hombre,Portal Web,Casado,103823.0,102016.0,1.0,3.0,8.0,3.0,348077.0,18.0,75.0,1.0,26.0
Híbrida,Mujer,Portal Web,Casado,102663.0,102114.0,1.0,1.0,2.0,4.0,387307.0,18.0,77.0,1.0,36.0
Híbrida,Hombre,Ferias & Networking,Casado,101222.0,102044.0,1.0,5.0,3.0,12.0,465225.0,17.0,65.0,0.0,34.0
Híbrida,Mujer,Referidos,Soltero,101933.0,102087.0,1.0,3.0,2.0,8.0,722409.0,16.0,62.0,1.0,48.0
Híbrida,Hombre,Portal Web,Casado,100976.0,102084.0,1.0,3.0,1.0,7.0,493210.0,15.0,73.0,1.0,37.0
Híbrida,Mujer,Ferias & Networking,Casado,102324.0,102123.0,1.0,3.0,0.0,4.0,783973.0,15.0,79.0,0.0,36.0
Híbrida,Hombre,Portal Web,Casado,103813.0,102084.0,1.0,4.0,2.0,7.0,491954.0,15.0,73.0,1.0,37.0
Híbrida,Hombre,Portal Web,Soltero,102286.0,102051.0,1.0,2.0,1.0,2.0,145263.0,13.0,82.0,0.0,16.0
Híbrida,Mujer,Linkedin,Soltero,103730.0,102054.0,1.0,2.0,2.0,2.0,165073.0,13.0,66.0,1.0,15.0
Híbrida,Mujer,Referidos,Casado,103789.0,102159.0,1.0,4.0,0.0,3.0,185815.0,13.0,68.0,1.0,27.0
Híbrida,Hombre,Portal Web,Soltero,101694.0,102051.0,1.0,2.0,1.0,2.0,146322.0,12.0,82.0,0.0,16.0
Híbrida,Mujer,Referidos,Soltero,103378.0,102065.0,1.0,4.0,2.0,2.0,115700.0,12.0,75.0,1.0,16.0
Híbrida,Mujer,Portal Web,Soltero,100119.0,102168.0,1.0,2.0,2.0,1.0,83583.0,60.0,82.0,1.0,21.0
Híbrida,Mujer,Linkedin,Soltero,100176.0,102172.0,1.0,2.0,9.0,2.0,96994.0,60.0,76.0,1.0,22.0
Híbrida,Mujer,Linkedin,Soltero,101962.0,102137.0,1.0,1.0,8.0,5.0,210572.0,60.0,73.0,1.0,29.0
Híbrida,Mujer,Portal Web,Soltero,100973.0,102172.0,1.0,1.0,12.0,3.0,324976.0,60.0,68.0,1.0,35.0
Híbrida,Hombre,Referidos,Casado,101216.0,102172.0,1.0,3.0,3.0,9.0,349037.0,71.0,72.0,0.0,36.0
Híbrida,Mujer,Linkedin,Casado,100399.0,102154.0,1.0,3.0,5.0,2.0,408609.0,56.0,73.0,1.0,38.0
Híbrida,Mujer,Portal Web,Soltero,100901.0,102137.0,1.0,3.0,1.0,8.0,788562.0,60.0,75.0,1.0,39.0
Híbrida,Hombre,Ferias & Networking,Casado,101978.0,102171.0,1.0,1.0,1.0,4.0,322222.0,68.0,66.0,0.0,50.0
Híbrida,Mujer,Linkedin,Viudo,100530.0,102143.0,1.0,5.0,10.0,5.0,694555.0,59.0,71.0,1.0,54.0
Híbrida,Hombre,Portal Web,Casado,101574.0,102171.0,1.0,4.0,3.0,6.0,722376.0,56.0,77.0,1.0,55.0
Híbrida,Mujer,Portal Web,Divorciado,100966.0,102166.0,1.0,2.0,2.0,14.0,720159.0,57.0,81.0,1.0,55.0
Híbrida,Mujer,Linkedin,Soltero,103371.0,102137.0,1.0,1.0,8.0,5.0,210738.0,74.0,73.0,0.0,29.0
Híbrida,Hombre,Linkedin,Casado,103646.0,102159.0,1.0,1.0,1.0,4.0,312505.0,71.0,68.0,0.0,34.0
Híbrida,Mujer,Portal Web,Soltero,104114.0,102172.0,1.0,1.0,13.0,3.0,325465.0,61.0,68.0,1.0,35.0
Híbrida,Mujer,Linkedin,Casado,103964.0,102172.0,1.0,4.0,1.0,4.0,271258.0,56.0,61.0,1.0,45.0
Híbrida,Mujer,Portal Web,Divorciado,103809.0,102166.0,1.0,2.0,2.0,14.0,720908.0,59.0,81.0,1.0,54.0
Híbrida,Hombre,Portal Web,Casado,102366.0,102171.0,1.0,4.0,2.0,6.0,719602.0,70.0,77.0,0.0,55.0
Presencial,Hombre,Linkedin,Soltero,104030.0,102144.0,1.0,2.0,2.0,1.0,101765.0,98.0,83.0,1.0,20.0
Presencial,Hombre,Linkedin,Soltero,102691.0,102113.0,1.0,8.0,8.0,4.0,310995.0,97.0,63.0,0.0,31.0
Presencial,Hombre,Portal Web,Divorciado,100711.0,102090.0,1.0,2.0,2.0,5.0,490942.0,96.0,72.0,0.0,37.0
Presencial,Hombre,Ferias & Networking,Soltero,100369.0,102145.0,1.0,5.0,3.0,11.0,435329.0,96.0,75.0,1.0,45.0
Presencial,Hombre,Portal Web,Divorciado,100299.0,102022.0,1.0,3.0,1.0,18.0,773592.0,96.0,75.0,0.0,44.0
Presencial,Mujer,Referidos,Casado,101168.0,102074.0,1.0,3.0,2.0,9.0,920080.0,96.0,60.0,0.0,48.0
Presencial,Hombre,Ferias & Networking,Soltero,103563.0,102150.0,1.0,2.0,3.0,2.0,123616.0,96.0,78.0,0.0,22.0
Presencial,Hombre,Portal Web,Divorciado,102566.0,102090.0,1.0,2.0,1.0,5.0,492492.0,96.0,72.0,0.0,37.0
Presencial,Mujer,Referidos,Casado,102921.0,102045.0,1.0,1.0,0.0,11.0,736271.0,96.0,79.0,0.0,48.0
Presencial,Mujer,Portal Web,Soltero,100464.0,102021.0,1.0,2.0,1.0,2.0,82756.0,95.0,78.0,1.0,11.0
Presencial,Hombre,Portal Web,Casado,100926.0,102108.0,1.0,2.0,3.0,3.0,180221.0,95.0,86.0,0.0,22.0
Presencial,Hombre,Linkedin,Casado,100113.0,102139.0,1.0,3.0,3.0,8.0,406748.0,95.0,83.0,0.0,35.0
Presencial,Mujer,Portal Web,Soltero,100687.0,102116.0,1.0,2.0,0.0,8.0,407708.0,95.0,77.0,0.0,34.0
Presencial,Hombre,Linkedin,Casado,101078.0,102112.0,1.0,2.0,2.0,5.0,451255.0,95.0,69.0,0.0,36.0
Presencial,Mujer,Ferias & Networking,Casado,101540.0,102068.0,1.0,3.0,2.0,14.0,304189.0,95.0,81.0,0.0,42.0
Presencial,Mujer,Linkedin,Soltero,101628.0,102144.0,1.0,2.0,8.0,5.0,861114.0,95.0,65.0,0.0,56.0
Presencial,Mujer,Portal Web,Soltero,103816.0,102105.0,1.0,6.0,0.0,4.0,186508.0,95.0,69.0,1.0,24.0
Presencial,Hombre,Referidos,Casado,102415.0,102040.0,1.0,6.0,3.0,6.0,346632.0,95.0,84.0,0.0,27.0
Presencial,Hombre,Portal Web,Casado,103903.0,102107.0,1.0,2.0,9.0,7.0,392108.0,95.0,71.0,0.0,32.0
Presencial,Hombre,Linkedin,Casado,103066.0,102139.0,1.0,3.0,2.0,8.0,412983.0,95.0,83.0,0.0,35.0
Presencial,Mujer,Referidos,Casado,102841.0,102126.0,1.0,2.0,2.0,5.0,279469.0,95.0,79.0,0.0,44.0
Presencial,Mujer,Ferias & Networking,Casado,102326.0,102068.0,1.0,3.0,2.0,14.0,303716.0,95.0,81.0,0.0,42.0
Presencial,Hombre,Portal Web,Divorciado,102870.0,102022.0,1.0,3.0,1.0,18.0,775672.0,95.0,75.0,0.0,44.0
Presencial,Mujer,Portal Web,Casado,102116.0,102019.0,2.0,2.0,0.0,22.0,1616000.0,94.0,76.0,1.0,59.0
Presencial,Mujer,Portal Web,Soltero,102953.0,102021.0,1.0,2.0,1.0,3.0,76521.0,94.0,78.0,0.0,11.0
Presencial,Hombre,Portal Web,Soltero,102288.0,102043.0,1.0,7.0,1.0,10.0,309725.0,94.0,78.0,1.0,39.0
Presencial,Hombre,Ferias & Networking,Soltero,100548.0,102100.0,1.0,2.0,2.0,10.0,297528.0,93.0,71.0,1.0,44.0
Presencial,Hombre,Ferias & Networking,Soltero,101401.0,102043.0,1.0,7.0,1.0,10.0,311708.0,93.0,78.0,0.0,39.0
Presencial,Hombre,Portal Web,Soltero,102154.0,102005.0,2.0,5.0,1.0,7.0,1512980.0,93.0,69.0,1.0,40.0
Presencial,Mujer,Ferias & Networking,Soltero,103993.0,102172.0,1.0,2.0,1.0,1.0,141388.0,93.0,68.0,1.0,25.0
Presencial,Mujer,Portal Web,Casado,102534.0,102124.0,1.0,2.0,1.0,1.0,206251.0,93.0,75.0,0.0,26.0
Presencial,Hombre,Ferias & Networking,Viudo,102545.0,102105.0,1.0,2.0,2.0,14.0,695878.0,93.0,74.0,0.0,48.0
Presencial,Mujer,Ferias & Networking,Viudo,102864.0,102025.0,1.0,5.0,1.0,16.0,734842.0,93.0,75.0,0.0,46.0
Presencial,Mujer,Portal Web,Casado,100315.0,102124.0,1.0,2.0,2.0,1.0,204898.0,92.0,75.0,0.0,26.0
Presencial,Mujer,Ferias & Networking,Viudo,101101.0,102103.0,1.0,4.0,3.0,2.0,188496.0,92.0,76.0,0.0,24.0
Presencial,Hombre,Linkedin,Soltero,102090.0,102041.0,2.0,7.0,0.0,4.0,488000.0,92.0,76.0,0.0,20.0
Presencial,Mujer,Portal Web,Casado,103754.0,102171.0,1.0,7.0,2.0,9.0,308491.0,92.0,68.0,0.0,34.0
Presencial,Hombre,Portal Web,Soltero,101653.0,102128.0,1.0,1.0,2.0,2.0,98877.0,91.0,84.0,1.0,19.0
Presencial,Hombre,Portal Web,Soltero,100930.0,102071.0,1.0,4.0,3.0,1.0,121058.0,91.0,81.0,0.0,17.0
Presencial,Hombre,Portal Web,Soltero,100379.0,102126.0,1.0,7.0,1.0,3.0,141326.0,91.0,71.0,1.0,21.0
Presencial,Mujer,Linkedin,Casado,101099.0,102094.0,1.0,4.0,3.0,2.0,140573.0,91.0,81.0,0.0,18.0
Presencial,Hombre,Linkedin,Soltero,100204.0,102040.0,1.0,2.0,0.0,1.0,137122.0,91.0,86.0,0.0,15.0
Presencial,Mujer,Portal Web,Soltero,101271.0,102017.0,1.0,2.0,0.0,1.0,147208.0,91.0,75.0,0.0,13.0
Presencial,Mujer,Portal Web,Soltero,101468.0,102082.0,1.0,5.0,3.0,1.0,162910.0,91.0,79.0,0.0,19.0
Presencial,Mujer,Headhunter,Soltero,100268.0,102093.0,1.0,1.0,2.0,3.0,184115.0,91.0,72.0,0.0,23.0
Presencial,Hombre,Portal Web,Soltero,101589.0,102047.0,1.0,3.0,3.0,1.0,162599.0,91.0,78.0,0.0,18.0
Presencial,Mujer,Linkedin,Casado,100004.0,102047.0,1.0,3.0,5.0,2.0,183238.0,91.0,84.0,0.0,16.0
Presencial,Mujer,Portal Web,Soltero,101576.0,102106.0,1.0,1.0,3.0,1.0,185527.0,91.0,85.0,0.0,24.0
Presencial,Mujer,Portal Web,Casado,101517.0,102085.0,1.0,2.0,2.0,5.0,189432.0,91.0,74.0,0.0,23.0
Presencial,Hombre,Ferias & Networking,Soltero,101386.0,102160.0,1.0,2.0,1.0,6.0,232366.0,91.0,75.0,0.0,28.0
Presencial,Hombre,Linkedin,Casado,101562.0,102127.0,1.0,1.0,9.0,1.0,213411.0,91.0,80.0,1.0,25.0
Presencial,Hombre,Linkedin,Casado,100994.0,102119.0,1.0,8.0,5.0,2.0,226417.0,91.0,66.0,0.0,29.0
Presencial,Mujer,Portal Web,Soltero,101637.0,102036.0,1.0,7.0,6.0,2.0,225932.0,91.0,76.0,1.0,19.0
Presencial,Hombre,Portal Web,Soltero,101855.0,102086.0,1.0,1.0,6.0,5.0,245656.0,91.0,78.0,1.0,24.0
Presencial,Mujer,Linkedin,Casado,100013.0,102115.0,1.0,2.0,3.0,4.0,267370.0,91.0,79.0,0.0,27.0
Presencial,Hombre,Referidos,Soltero,100564.0,102039.0,1.0,2.0,3.0,3.0,270445.0,91.0,71.0,0.0,22.0
Presencial,Mujer,Ferias & Networking,Casado,100788.0,102124.0,1.0,3.0,1.0,5.0,287705.0,91.0,74.0,0.0,30.0
Presencial,Hombre,Portal Web,Casado,101092.0,102052.0,1.0,2.0,0.0,5.0,287491.0,91.0,79.0,0.0,24.0
Presencial,Hombre,Portal Web,Soltero,100913.0,102050.0,1.0,1.0,10.0,6.0,290326.0,91.0,69.0,1.0,23.0
Presencial,Mujer,Portal Web,Casado,101173.0,102171.0,1.0,7.0,3.0,9.0,308964.0,91.0,68.0,1.0,34.0
Presencial,Hombre,Linkedin,Divorciado,101336.0,102121.0,1.0,7.0,1.0,8.0,311863.0,91.0,80.0,1.0,30.0
Presencial,Mujer,Portal Web,Soltero,101486.0,102083.0,1.0,8.0,2.0,2.0,332559.0,91.0,81.0,1.0,27.0
Presencial,Mujer,Portal Web,Soltero,100798.0,102171.0,1.0,2.0,1.0,6.0,364896.0,91.0,66.0,1.0,36.0
Presencial,Mujer,Portal Web,Casado,100856.0,102130.0,1.0,1.0,1.0,5.0,389621.0,91.0,75.0,0.0,37.0
Presencial,Mujer,Linkedin,Soltero,101452.0,102112.0,1.0,3.0,1.0,6.0,407714.0,91.0,75.0,0.0,33.0
Presencial,Mujer,Referidos,Soltero,100199.0,102080.0,1.0,2.0,0.0,9.0,765129.0,91.0,79.0,0.0,33.0
Presencial,Mujer,Linkedin,Casado,100459.0,102057.0,1.0,1.0,1.0,9.0,406625.0,91.0,81.0,0.0,32.0
Presencial,Hombre,Portal Web,Soltero,101661.0,102026.0,1.0,5.0,5.0,7.0,407607.0,91.0,75.0,1.0,28.0
Presencial,Mujer,Linkedin,Soltero,101642.0,102090.0,1.0,2.0,13.0,5.0,425975.0,91.0,81.0,1.0,33.0
Presencial,Mujer,Portal Web,Casado,100656.0,102050.0,1.0,2.0,10.0,7.0,425177.0,91.0,76.0,0.0,30.0
Presencial,Hombre,Portal Web,Casado,100716.0,102171.0,1.0,5.0,2.0,6.0,449651.0,91.0,72.0,0.0,41.0
Presencial,Hombre,Referidos,Casado,101493.0,102149.0,1.0,2.0,1.0,9.0,452367.0,91.0,72.0,0.0,39.0
Presencial,Hombre,Linkedin,Soltero,100290.0,102124.0,1.0,2.0,0.0,7.0,769611.0,91.0,65.0,1.0,37.0
Presencial,Mujer,Portal Web,Soltero,100654.0,102088.0,1.0,1.0,11.0,10.0,764171.0,91.0,72.0,0.0,35.0
Presencial,Hombre,Referidos,Casado,100942.0,102061.0,1.0,2.0,0.0,2.0,465919.0,91.0,78.0,0.0,34.0
Presencial,Mujer,Headhunter,Soltero,100427.0,102053.0,1.0,2.0,0.0,4.0,451167.0,91.0,75.0,0.0,32.0
Presencial,Hombre,Ferias & Networking,Soltero,101739.0,102052.0,1.0,2.0,1.0,4.0,792309.0,91.0,67.0,0.0,32.0
Presencial,Hombre,Linkedin,Soltero,100052.0,102144.0,1.0,3.0,1.0,6.0,486648.0,91.0,96.0,1.0,42.0
Presencial,Mujer,Portal Web,Soltero,100661.0,102098.0,1.0,3.0,2.0,5.0,491961.0,91.0,82.0,0.0,39.0
Presencial,Hombre,Referidos,Casado,100983.0,102079.0,1.0,3.0,2.0,4.0,510760.0,91.0,78.0,0.0,37.0
Presencial,Hombre,Portal Web,Soltero,100688.0,102133.0,1.0,3.0,0.0,11.0,258926.0,91.0,71.0,0.0,43.0
Presencial,Mujer,Portal Web,Casado,100120.0,102052.0,1.0,5.0,7.0,13.0,528010.0,91.0,78.0,1.0,35.0
Presencial,Mujer,Portal Web,Divorciado,101215.0,102110.0,1.0,6.0,1.0,4.0,261040.0,91.0,70.0,0.0,42.0
Presencial,Mujer,Portal Web,Soltero,101453.0,102012.0,1.0,1.0,8.0,9.0,434977.0,91.0,79.0,0.0,35.0
Presencial,Hombre,Referidos,Soltero,100804.0,102132.0,1.0,6.0,1.0,6.0,267525.0,91.0,78.0,0.0,43.0
Presencial,Mujer,Linkedin,Divorciado,101148.0,102045.0,1.0,2.0,3.0,14.0,276009.0,91.0,70.0,1.0,38.0
Presencial,Hombre,Ferias & Networking,Casado,100304.0,102024.0,1.0,1.0,3.0,4.0,279350.0,91.0,74.0,0.0,37.0
Presencial,Hombre,Portal Web,Casado,100971.0,102127.0,1.0,6.0,2.0,9.0,286857.0,91.0,83.0,1.0,44.0
Presencial,Hombre,Ferias & Networking,Divorciado,100087.0,102074.0,1.0,2.0,1.0,7.0,288419.0,91.0,77.0,0.0,39.0
Presencial,Mujer,Portal Web,Soltero,100578.0,102021.0,1.0,2.0,1.0,3.0,294678.0,91.0,59.0,0.0,39.0
Presencial,Hombre,Referidos,Viudo,101668.0,102090.0,1.0,2.0,1.0,13.0,456816.0,91.0,70.0,0.0,46.0
Presencial,Mujer,Portal Web,Casado,100671.0,102110.0,1.0,2.0,2.0,3.0,310770.0,91.0,84.0,0.0,46.0
Presencial,Hombre,Portal Web,Casado,101609.0,102061.0,1.0,4.0,8.0,15.0,641707.0,91.0,74.0,0.0,42.0
Presencial,Hombre,Ferias & Networking,Soltero,101594.0,102041.0,1.0,2.0,3.0,15.0,918780.0,91.0,81.0,1.0,43.0
Presencial,Mujer,Headhunter,Soltero,101351.0,102139.0,1.0,5.0,0.0,4.0,773984.0,91.0,74.0,0.0,50.0
Presencial,Mujer,Ferias & Networking,Soltero,100857.0,102065.0,1.0,2.0,0.0,9.0,656067.0,91.0,80.0,0.0,43.0
Presencial,Hombre,Portal Web,Casado,101045.0,102025.0,1.0,5.0,3.0,5.0,659480.0,91.0,70.0,0.0,42.0
Presencial,Hombre,Referidos,Soltero,100618.0,102087.0,1.0,2.0,1.0,8.0,673723.0,91.0,75.0,1.0,47.0
Presencial,Hombre,Portal Web,Soltero,101969.0,102051.0,1.0,2.0,6.0,18.0,702614.0,91.0,79.0,0.0,44.0
Presencial,Mujer,Ferias & Networking,Soltero,101899.0,102017.0,1.0,3.0,3.0,7.0,675858.0,91.0,73.0,0.0,42.0
